   2.593    7.379    9.348
   4.565    6.794    9.991
   5.576    7.479   10.638
   6.514    7.011   10.896
   5.132    8.752   10.844
   5.603    9.596   11.322
   4.633    5.393    9.527
   3.617    4.993    9.558
   5.218    4.850   10.274
   5.254    5.274    8.138
   6.264    5.696    8.118
   5.317    4.215    7.865
   4.648    5.787    7.384
   4.135   23.331   30.291
   4.998   22.993   30.866
   4.702   22.770   31.893
   5.765   23.768   30.858
   5.541   21.784   30.234
   4.862   20.944   29.445
   3.828   21.057   29.157
   5.664   19.929   29.104
   6.898   20.128   29.695
   7.716   19.437   29.563
   6.820   21.289   30.407
   7.551   21.792   31.018
   5.312   18.816   28.198
   4.244   18.624   28.324
   5.845   17.937   28.570
   5.673   19.116   26.746
   6.742   19.326   26.640
   5.429   18.244   26.130
   5.110   19.974   26.364
  47.112   48.881    7.510
  46.203   48.321    7.286
  45.856   48.556    6.278
  45.432   48.574    8.015
  46.495   46.886    7.387
  47.703   46.325    7.259
  48.624   46.860    7.082
  47.574   44.997    7.352
  46.238   44.700    7.547
  45.884   43.686    7.654
  45.561   45.883    7.564
  44.509   46.093    7.678
  48.679   44.016    7.317
  49.452   44.426    6.662
  48.281   43.123    6.829
  49.216   43.701    8.710
  48.426   43.311    9.360
  50.000   42.941    8.627
  49.647   44.589    9.183
   3.494   20.192   38.899
   3.104   19.828   39.851
   2.875   18.762   39.780
   2.205   20.387   40.112
   4.116   20.049   40.891
   5.432   20.176   40.685
   5.918   20.149   39.722
   6.043   20.305   41.868
   5.085   20.260   42.863
   5.338   20.346   43.909
   3.877   20.094   42.252
   2.885   19.999   42.663
   7.490   20.523   42.074
   8.012   20.006   41.265
   7.748   20.012   43.005
   7.848   22.005   42.132
   7.303   22.513   42.934
   8.921   22.106   42.328
   7.623   22.508   41.186
  45.818   12.145   23.448
  44.973   11.871   24.080
  44.103   11.634   23.464
  44.740   12.697   24.752
  45.345   10.700   24.883
  46.294    9.810   24.571
  46.922    9.849   23.694
  46.310    8.851   25.503
  45.338    9.139   26.444
  45.161    8.505   27.299
  44.730   10.295   26.053
  43.920   10.851   26.496
  47.249    7.711   25.555
  47.491    7.446   24.524
  46.691    6.874   25.983
  48.497    8.027   26.374
  48.237    8.310   27.399
  49.133    7.137   26.413
  49.073    8.842   25.924
  47.905   15.726   15.244
  47.357   14.808   15.460
  47.154   14.735   16.531
  47.944   13.949   15.132
  46.092   14.828   14.716
  45.462   15.924   14.277
  45.814   16.937   14.399
  44.314   15.558   13.696
  44.207   14.181   13.766
  43.360   13.649   13.361
  45.319   13.724   14.410
  45.618   12.723   14.678
  43.352   16.465   13.035
  43.394   17.419   13.565
  42.361   16.040   13.210
  43.638   16.622   11.545
  43.612   15.656   11.032
  42.873   17.268   11.101
  44.617   17.082   11.372
  13.581   20.918   13.883
  12.807   21.561   14.304
  12.508   21.194   15.288
  11.946   21.578   13.635
  13.339   22.924   14.424
  14.634   23.251   14.510
  15.457   22.553   14.484
  14.735   24.576   14.667
  13.461   25.113   14.681
  13.285   26.172   14.796
  12.586   24.077   14.534
  11.508   24.063   14.505
  15.995   25.343   14.748
  16.734   24.698   15.228
  15.803   26.177   15.427
  16.462   25.832   13.380
  15.703   26.460   12.904
  17.373   26.427   13.506
  16.689   24.994   12.713
   2.160   14.322   35.159
   2.993   13.998   34.535
   3.788   14.746   34.550
   2.643   13.846   33.513
   3.503   12.722   35.053
   3.364   12.279   36.307
   2.843   12.796   37.098
   4.006   11.111   36.426
   4.573   10.798   35.205
   5.145    9.895   35.051
   4.262   11.810   34.345
   4.519   11.959   33.308
   4.049   10.267   37.638
   4.014   10.938   38.499
   5.030    9.786   37.642
   2.921    9.239   37.666
   2.958    8.587   36.788
   3.027    8.617   38.562
   1.940    9.724   37.699
  27.832   26.507   24.773
  28.217   25.743   24.095
  28.653   26.212   23.210
  27.405   25.076   23.803
  29.241   24.962   24.798
  29.957   25.379   25.849
  29.860   26.342   26.327
  30.831   24.423   26.182
  30.668   23.358   25.316
  31.264   22.462   25.388
  29.674   23.697   24.445
  29.251   23.158   23.613
  31.769   24.470   27.323
  32.053   25.515   27.464
  32.665   23.931   27.005
  31.171   23.862   28.589
  30.873   22.821   28.426
  31.921   23.886   29.386
  30.294   24.425   28.926
  16.606   30.124    0.958
  15.574   30.076    0.609
  15.415   29.165    0.028
  15.358   30.952   -0.004
  14.681   30.083    1.774
  15.012   29.699    3.012
  15.986   29.351    3.318
  13.930   29.786    3.794
  12.872   30.241    3.029
  11.887   30.394    3.443
  13.341   30.423    1.762
  12.842   30.753    0.865
  13.886   29.504    5.244
  14.616   28.716    5.441
  12.897   29.087    5.446
  14.149   30.752    6.083
  13.423   31.539    5.861
  14.064   30.493    7.144
  15.155   31.147    5.907
   6.685    1.461   44.841
   6.633    2.547   44.751
   7.216    2.882   43.891
   7.018    3.005   45.663
   5.229    2.940   44.581
   4.252    2.158   44.107
   4.369    1.129   43.803
   3.123    2.872   44.039
   3.387    4.153   44.487
   2.625    4.916   44.528
   4.708    4.197   44.823
   5.314    5.006   45.200
   1.802    2.361   43.618
   1.980    1.586   42.870
   1.300    3.190   43.113
   0.980    1.844   44.796
   0.827    2.627   45.545
  -0.000    1.519   44.431
   1.467    0.991   45.278
  28.242   23.777   28.213
  27.519   23.457   27.462
  27.875   23.716   26.463
  26.560   23.941   27.653
  27.343   22.003   27.564
  28.230   21.145   28.081
  29.185   21.414   28.506
  27.753   19.902   27.950
  26.520   19.969   27.330
  25.935   19.087   27.117
  26.264   21.286   27.084
  25.423   21.764   26.608
  28.405   18.670   28.443
  29.484   18.830   28.380
  28.152   17.883   27.728
  27.960   18.307   29.856
  26.875   18.170   29.907
  28.440   17.368   30.151
  28.247   19.080   30.576
   7.367   36.461   26.770
   8.066   36.596   25.944
   9.092   36.458   26.293
   7.945   37.596   25.526
   7.761   35.608   24.901
   7.129   34.444   25.090
   6.746   34.089   26.034
   7.084   33.784   23.927
   7.707   34.554   22.963
   7.795   34.229   21.937
   8.136   35.695   23.574
   8.674   36.544   23.185
   6.423   32.482   23.698
   6.508   31.911   24.625
   7.020   31.965   22.943
   4.973   32.641   23.252
   4.903   33.233   22.333
   4.549   31.650   23.057
   4.368   33.127   24.025
  23.947   11.903    2.430
  23.480   11.633    1.483
  24.213   11.685    0.674
  22.652   12.313    1.280
  22.954   10.267    1.588
  23.384    9.329    2.440
  24.164    9.463    3.174
  22.714    8.195    2.207
  21.825    8.416    1.172
  21.168    7.643    0.803
  21.979    9.713    0.780
  21.490   10.279    0.003
  22.853    6.936    2.969
  23.892    6.875    3.302
  22.695    6.126    2.254
  21.872    6.854    4.134
  20.837    6.937    3.787
  21.991    5.888    4.635
  22.056    7.646    4.868
  42.283    3.463   20.964
  43.351    3.256   20.887
  43.620    3.050   19.848
  43.602    2.400   21.514
  44.095    4.427   21.367
  43.633    5.683   21.405
  42.645    5.993   21.102
  44.607    6.487   21.845
  45.729    5.720   22.097
  46.648    6.149   22.465
  45.410    4.429   21.793
  45.999    3.527   21.836
  44.486    7.941   22.082
  43.773    8.328   21.351
  45.462    8.372   21.844
  44.068    8.260   23.515
  44.781    7.848   24.236
  44.036    9.347   23.644
  43.075    7.858   23.740
  10.432   26.903   32.878
  10.410   25.834   32.666
  10.090   25.662   31.636
   9.726   25.341   33.357
  11.757   25.286   32.864
  12.899   25.980   32.804
  12.975   27.041   32.617
  13.926   25.140   32.976
  13.422   23.865   33.154
  14.062   23.011   33.315
  12.063   23.955   33.080
  11.300   23.197   33.153
  15.353   25.518   33.031
  15.483   26.380   32.372
  15.908   24.686   32.590
  15.819   25.809   34.454
  15.664   24.944   35.107
  16.889   26.042   34.439
  15.288   26.666   34.881
  15.110   41.982   28.083
  15.812   42.261   27.296
  16.747   42.614   27.734
  15.370   43.043   26.678
  16.071   41.085   26.456
  15.925   39.810   26.833
  15.580   39.481   27.801
  16.310   39.016   25.827
  16.714   39.812   24.772
  17.069   39.395   23.841
  16.570   41.109   25.167
  16.782   42.032   24.652
  16.252   37.539   25.821
  16.419   37.206   26.848
  17.106   37.202   25.228
  14.936   37.015   25.255
  14.774   37.373   24.233
  14.966   35.920   25.235
  14.085   37.324   25.871
  34.524    2.374   25.847
  34.311    1.888   26.799
  34.555    2.557   27.627
  34.895    0.970   26.877
  32.884    1.544   26.845
  31.916    2.139   26.139
  32.063    2.939   25.430
  30.739    1.604   26.483
  30.964    0.633   27.442
  30.161    0.057   27.875
  32.308    0.599   27.672
  32.893   -0.003   28.349
  29.428    1.946   25.894
  29.465    3.002   25.618
  28.695    1.847   26.699
  29.078    1.055   24.706
  29.065   -0.001   24.993
  28.083    1.325   24.338
  29.793    1.183   23.887
  39.867   39.820   43.514
  40.111   40.881   43.439
  39.784   41.273   42.473
  41.187   41.015   43.552
  39.429   41.600   44.522
  38.330   41.185   45.163
  37.812   40.257   44.976
  37.964   42.124   46.043
  38.860   43.173   45.962
  38.773   44.053   46.581
  39.776   42.847   45.006
  40.627   43.391   44.629
  36.831   42.028   46.987
  36.056   41.432   46.500
  36.438   43.042   47.097
  37.248   41.441   48.332
  38.038   42.038   48.797
  36.381   41.433   49.002
  37.607   40.412   48.224
  17.136   40.770   32.536
  17.184   39.681   32.572
  16.664   39.253   31.711
  16.727   39.328   33.497
  18.593   39.270   32.553
  19.610   39.993   32.071
  19.527   40.982   31.647
  20.734   39.274   32.168
  20.425   38.051   32.734
  21.174   37.296   32.916
  19.082   38.046   32.971
  18.441   37.285   33.387
  22.088   39.733   31.795
  21.975   40.421   30.954
  22.619   38.853   31.423
  22.824   40.377   32.967
  22.913   39.682   33.808
  23.832   40.658   32.644
  22.310   41.279   33.313
   6.267   22.039   28.154
   6.213   22.765   27.342
   6.642   23.717   27.659
   5.172   22.904   27.048
   6.962   22.243   26.192
   7.945   21.337   26.248
   8.304   20.860   27.147
   8.430   21.150   25.015
   7.731   21.963   24.142
   7.942   21.986   23.084
   6.814   22.652   24.880
   6.085   23.392   24.589
   9.489   20.191   24.639
  10.169   20.113   25.489
  10.045   20.654   23.820
   8.921   18.834   24.232
   8.226   18.931   23.392
   9.744   18.180   23.925
   8.395   18.355   25.065
  23.248   23.304   27.703
  22.556   23.105   28.522
  21.844   23.928   28.620
  23.117   22.984   29.449
  21.835   21.858   28.239
  21.644   21.325   27.027
  22.012   21.737   26.099
  20.896   20.223   27.153
  20.600   20.046   28.491
  20.005   19.217   28.843
  21.184   21.073   29.172
  21.186   21.313   30.223
  20.506   19.314   26.056
  20.399   19.923   25.155
  19.513   18.935   26.310
  21.506   18.177   25.864
  21.617   17.589   26.780
  21.145   17.515   25.070
  22.491   18.557   25.573
   6.253   27.750   -0.010
   6.556   26.911    0.617
   7.286   27.242    1.360
   6.989   26.129   -0.008
   5.370   26.373    1.293
   4.239   27.046    1.535
   4.047   28.068    1.249
   3.404   26.254    2.220
   4.024   25.035    2.420
   3.544   24.226    2.950
   5.258   25.110    1.843
   6.055   24.387    1.785
   2.030   26.601    2.635
   2.014   27.676    2.830
   1.862   26.097    3.590
   0.991   26.192    1.596
   1.032   25.116    1.397
  -0.008   26.434    1.974
   1.139   26.726    0.651
   8.847   17.723   18.780
   8.876   18.794   18.579
   8.567   18.992   17.550
   9.888   19.166   18.742
   7.966   19.474   19.509
   6.920   18.913   20.126
   6.620   17.881   20.032
   6.292   19.849   20.847
   6.961   21.048   20.684
   6.640   21.956   21.173
   8.007   20.815   19.842
   8.762   21.479   19.452
   5.120   19.627   21.719
   4.530   18.826   21.267
   4.521   20.540   21.666
   5.522   19.304   23.155
   6.128   20.106   23.587
   4.617   19.191   23.762
   6.090   18.369   23.210
  42.366   10.678   24.416
  41.600    9.903   24.387
  41.800    9.146   25.149
  41.587    9.442   23.399
  40.292   10.522   24.636
  40.086   11.676   25.281
  40.859   12.311   25.687
  38.769   11.893   25.368
  38.111   10.841   24.757
  37.035   10.793   24.699
  39.066    9.980   24.302
  38.978    9.038   23.784
  38.126   13.084   25.959
  38.771   13.428   26.771
  37.194   12.737   26.411
  37.873   14.178   24.926
  37.243   13.813   24.109
  37.360   15.015   25.410
  38.811   14.550   24.501
  34.327   15.357    2.017
  33.610   15.666    1.256
  34.129   15.904    0.325
  33.060   16.539    1.610
  32.661   14.570    1.028
  32.890   13.276    1.279
  33.799   12.872    1.698
  31.824   12.566    0.892
  30.882   13.437    0.377
  29.930   13.097   -0.000
  31.408   14.693    0.458
  31.007   15.647    0.157
  31.655   11.106    1.046
  32.646   10.656    0.959
  31.071   10.773    0.184
  30.972   10.740    2.360
  29.988   11.213    2.441
  30.835    9.654    2.401
  31.576   11.042    3.222
   7.334   28.747   38.872
   7.742   27.941   39.483
   7.262   26.994   39.226
   7.579   28.167   40.537
   9.186   27.847   39.238
   9.820   28.271   38.139
   9.351   28.754   37.295
  11.118   27.965   38.244
  11.320   27.325   39.453
  12.294   26.982   39.766
  10.108   27.247   40.074
   9.827   26.815   41.021
  12.169   28.310   37.265
  11.705   28.299   36.277
  12.893   27.492   37.292
  12.829   29.651   37.574
  13.272   29.653   38.574
  13.625   29.834   36.844
  12.109   30.474   37.510
  42.158   33.179   28.910
  42.583   33.219   27.906
  41.811   33.487   27.181
  43.010   32.247   27.655
  43.652   34.224   27.886
  43.768   35.257   28.728
  43.096   35.475   29.544
  44.828   35.990   28.369
  45.410   35.404   27.260
  46.288   35.816   26.787
  44.671   34.300   26.954
  44.776   33.577   26.161
  45.330   37.187   29.075
  44.464   37.691   29.510
  45.738   37.848   28.306
  46.379   36.839   30.127
  47.231   36.317   29.680
  46.744   37.764   30.586
  45.959   36.207   30.916
  40.441   31.408    6.549
  39.899   30.639    7.101
  40.458   30.353    7.994
  39.749   29.770    6.460
  38.587   31.172    7.488
  38.280   32.468    7.622
  38.956   33.290    7.445
  37.014   32.570    8.043
  36.495   31.296    8.181
  35.482   31.121    8.509
  37.482   30.420    7.838
  37.494   29.342    7.821
  36.275   33.831    8.261
  37.002   34.576    8.592
  35.596   33.647    9.098
  35.518   34.280    7.015
  34.809   33.515    6.685
  34.958   35.192    7.247
  36.203   34.499    6.189
  43.884   20.576   44.502
  44.568   20.575   45.352
  44.233   21.291   46.105
  45.571   20.834   45.011
  44.600   19.226   45.931
  43.636   18.305   45.816
  42.715   18.431   45.267
  43.986   17.224   46.521
  45.217   17.461   47.104
  45.710   16.728   47.724
  45.600   18.718   46.739
  46.481   19.288   46.987
  43.219   15.963   46.609
  42.161   16.225   46.538
  43.389   15.571   47.615
  43.635   14.958   45.539
  44.701   14.721   45.611
  43.066   14.033   45.679
  43.430   15.338   44.533
  33.246   28.475   29.705
  33.559   28.314   28.672
  32.720   27.946   28.078
  34.377   27.594   28.649
  34.035   29.588   28.120
  33.694   30.805   28.559
  33.035   31.006   29.390
  34.274   31.724   27.779
  35.012   31.071   26.809
  35.575   31.605   26.058
  34.859   29.733   27.019
  35.253   28.884   26.483
  34.193   33.188   27.960
  33.212   33.405   28.390
  34.211   33.623   26.958
  35.329   33.727   28.825
  36.305   33.485   28.392
  35.242   34.817   28.890
  35.287   33.318   29.840
   8.618   23.381   33.650
   7.629   23.002   33.391
   7.274   23.475   32.472
   6.937   23.208   34.208
   7.715   21.550   33.199
   8.823   20.869   32.881
   9.802   21.301   32.741
   8.508   19.578   32.732
   7.153   19.428   32.963
   6.662   18.469   32.903
   6.655   20.664   33.252
   5.651   20.986   33.479
   9.457   18.485   32.433
  10.250   18.909   31.812
   8.912   17.766   31.816
  10.005   17.834   33.699
   9.198   17.432   34.319
  10.668   17.008   33.418
  10.582   18.547   34.297
   7.503   29.693    3.328
   6.517   29.275    3.127
   6.265   29.395    2.071
   5.776   29.780    3.747
   6.529   27.848    3.474
   7.614   27.068    3.527
   8.626   27.392    3.337
   7.234   25.819    3.818
   5.858   25.801    3.957
   5.316   24.899    4.195
   5.416   27.072    3.737
   4.419   27.482    3.737
   8.135   24.665    4.020
   8.999   24.814    3.369
   7.598   23.788    3.651
   8.541   24.498    5.482
   7.664   24.370    6.124
   9.171   23.608    5.578
   9.110   25.362    5.839
  39.259   18.983   11.512
  39.764   18.207   10.936
  40.221   17.477   11.608
  40.528   18.663   10.306
  38.779   17.540   10.076
  37.460   17.493   10.293
  36.947   17.956   11.122
  36.891   16.751    9.336
  37.882   16.310    8.478
  37.666   15.691    7.620
  39.066   16.800    8.944
  40.072   16.682    8.577
  35.444   16.497    9.184
  35.012   16.482   10.187
  35.350   15.488    8.776
  34.768   17.529    8.284
  35.224   17.546    7.290
  33.710   17.268    8.174
  34.831   18.534    8.713
  11.659   28.345   31.431
  11.044   28.086   30.568
  10.976   28.936   29.886
  10.048   27.798   30.906
  11.657   26.945   29.877
  12.948   26.599   29.936
  13.704   27.106   30.515
  13.150   25.547   29.134
  11.946   25.210   28.544
  11.856   24.385   27.852
  11.011   26.088   29.005
   9.959   26.180   28.785
  14.428   24.827   28.958
  15.229   25.561   29.076
  14.449   24.490   27.919
  14.572   23.659   29.929
  13.752   22.944   29.812
  15.515   23.140   29.725
  14.588   24.003   30.968
  40.834   31.608    9.762
  41.090   32.663    9.660
  41.339   33.086   10.635
  40.247   33.200    9.224
  42.243   32.784    8.759
  43.143   31.826    8.511
  43.127   30.831    8.931
  44.079   32.315    7.690
  43.765   33.630    7.403
  44.377   34.238    6.754
  42.617   33.926    8.076
  42.047   34.840    8.133
  45.220   31.559    7.133
  45.511   30.818    7.881
  46.045   32.271    7.045
  44.888   30.919    5.789
  44.580   31.671    5.057
  45.779   30.410    5.406
  44.086   30.179    5.886
  50.002   14.744   30.426
  49.209   14.227   30.968
  49.597   13.820   31.904
  48.810   13.424   30.349
  48.132   15.183   31.253
  48.267   16.512   31.323
  49.185   17.056   31.163
  47.088   17.049   31.660
  46.169   16.027   31.808
  45.140   16.214   32.077
  46.824   14.857   31.558
  46.477   13.836   31.577
  46.801   18.492   31.788
  47.717   18.973   32.139
  46.060   18.587   32.586
  46.298   19.100   30.482
  45.391   18.595   30.134
  46.062   20.157   30.647
  47.056   19.037   29.694
  10.723   44.107   22.923
  10.795   44.353   23.982
  10.802   43.439   24.581
   9.949   44.979   24.268
  12.036   45.103   24.210
  13.124   45.065   23.432
  13.223   44.488   22.525
  14.075   45.828   23.982
  13.576   46.373   25.151
  14.163   47.031   25.774
  12.300   45.916   25.296
  11.571   46.090   26.071
  15.410   46.095   23.407
  15.707   45.200   22.855
  16.094   46.195   24.254
  15.421   47.342   22.528
  15.102   48.225   23.091
  16.440   47.514   22.165
  14.763   47.226   21.661
   9.248   34.699   30.090
   8.425   34.053   29.783
   7.486   34.612   29.788
   8.357   33.204   30.464
   8.696   33.553   28.430
   9.491   34.139   27.527
  10.049   35.049   27.684
   9.449   33.432   26.392
   8.600   32.357   26.577
   8.405   31.637   25.797
   8.124   32.435   27.853
   7.432   31.805   28.388
  10.228   33.714   25.168
  10.352   34.798   25.109
   9.597   33.414   24.328
  11.566   32.982   25.153
  11.426   31.899   25.233
  12.079   33.194   24.209
  12.211   33.311   25.975
  33.190   47.502    9.093
  33.736   46.857    9.782
  33.106   46.603   10.638
  34.637   47.369   10.121
  34.127   45.632    9.074
  33.524   45.133    7.989
  32.681   45.578    7.483
  34.116   43.979    7.659
  35.132   43.734    8.564
  35.757   42.857    8.502
  35.136   44.768    9.454
  35.756   44.954   10.316
  33.783   43.141    6.489
  32.712   43.255    6.305
  33.951   42.106    6.796
  34.616   43.503    5.263
  35.687   43.404    5.468
  34.358   42.825    4.442
  34.419   44.529    4.935
   9.480    4.344   25.115
   9.405    4.029   26.156
  10.335    4.253   26.684
   9.201    2.959   26.197
   8.292    4.747   26.787
   7.787    5.917   26.379
   8.124    6.477   25.520
   6.825    6.292   27.230
   6.710    5.328   28.214
   5.994    5.409   29.017
   7.632    4.361   27.939
   7.877    3.451   28.462
   5.982    7.500   27.104
   6.593    8.270   26.628
   5.774    7.836   28.123
   4.695    7.229   26.331
   4.104    6.442   26.809
   4.094    8.144   26.306
   4.905    6.928   25.299
  11.431    3.737   44.188
  11.254    4.476   44.971
  11.457    4.040   45.952
  10.220    4.816   44.921
  12.141    5.623   44.745
  13.293    5.598   44.064
  13.710    4.730   43.578
  13.853    6.811   44.118
  13.031    7.640   44.858
  13.273    8.676   45.040
  11.960    6.895   45.255
  11.102    7.156   45.853
  15.107    7.215   43.448
  15.755    6.336   43.422
  15.582    7.949   44.104
  14.859    7.787   42.055
  14.192    8.654   42.096
  15.814    8.106   41.625
  14.416    7.038   41.389
  27.686   17.392   43.179
  28.076   16.408   43.438
  28.741   16.482   44.301
  28.617   15.996   42.585
  26.950   15.521   43.755
  25.739   15.916   44.164
  25.428   16.941   44.298
  24.994   14.833   44.413
  25.755   13.708   44.153
  25.367   12.709   44.279
  26.983   14.140   43.745
  27.865   13.590   43.460
  23.577   14.836   44.833
  23.423   15.731   45.440
  23.450   13.973   45.492
  22.622   14.777   43.644
  22.801   13.886   43.036
  21.592   14.740   44.015
  22.724   15.661   43.006
  19.915    6.502   36.630
  20.343    7.248   35.960
  19.565    7.933   35.615
  20.804    6.749   35.108
  21.376    7.997   36.685
  21.452    8.135   38.014
  20.770    7.697   38.726
  22.487    8.930   38.306
  23.094    9.312   37.124
  23.959    9.958   37.104
  22.395    8.731   36.107
  22.529    8.783   35.039
  22.945    9.288   39.665
  22.060    9.319   40.305
  23.332   10.308   39.599
  24.001    8.322   40.193
  24.872    8.287   39.531
  24.332    8.659   41.181
  23.600    7.308   40.293
  16.612    5.994    1.955
  17.615    5.600    2.122
  18.152    6.230    2.834
  18.153    5.565    1.174
  17.504    4.236    2.653
  16.446    3.735    3.301
  15.528    4.266    3.502
  16.728    2.485    3.686
  18.010    2.177    3.268
  18.462    1.217    3.462
  18.498    3.276    2.624
  19.455    3.456    2.163
  15.805    1.566    4.383
  15.158    2.178    5.015
  16.423    0.955    5.046
  15.006    0.703    3.411
  15.667    0.111    2.771
  14.372    0.015    3.981
  14.360    1.314    2.772
  23.692   25.044   24.435
  22.873   24.936   25.147
  23.263   24.904   26.167
  22.323   24.019   24.930
  21.963   26.078   25.000
  22.290   27.275   24.497
  23.263   27.548   24.119
  21.225   28.081   24.575
  20.182   27.374   25.145
  19.211   27.816   25.311
  20.646   26.121   25.416
  20.161   25.271   25.869
  21.154   29.470   24.077
  22.150   29.903   24.188
  20.490   30.006   24.759
  20.654   29.543   22.637
  19.663   29.088   22.538
  20.582   30.594   22.337
  21.340   29.036   21.950
   8.945   13.134    1.398
   8.298   13.910    0.987
   8.642   14.199   -0.008
   8.305   14.776    1.650
   6.928   13.389    0.905
   6.588   12.097    0.837
   7.279   11.268    0.851
   5.259   12.006    0.714
   4.732   13.284    0.705
   3.673   13.469    0.616
   5.779   14.152    0.820
   5.803   15.229    0.840
   4.479   10.752    0.662
   5.105   10.004    0.171
   3.630   10.947    0.002
   4.021   10.298    2.045
   3.412   11.066    2.532
   3.415    9.392    1.941
   4.874   10.069    2.692
  17.517   40.809    9.997
  16.829   40.219   10.604
  17.234   40.088   11.610
  16.674   39.247   10.135
  15.542   40.920   10.676
  15.359   42.234   10.501
  16.135   42.947   10.267
  14.067   42.520   10.699
  13.402   41.348   11.009
  12.342   41.324   11.210
  14.327   40.346   11.000
  14.228   39.291   11.200
  13.443   43.851   10.548
  14.195   44.592   10.828
  12.645   43.901   11.293
  12.907   44.081    9.138
  12.170   43.319    8.865
  12.421   45.062    9.096
  13.713   44.067    8.397
  26.456    3.341   31.143
  26.721    4.372   31.382
  26.230    4.681   32.308
  26.416    5.024   30.563
  28.177    4.461   31.540
  28.992    3.447   31.853
  28.683    2.426   32.014
  30.240    3.915   31.968
  30.222    5.275   31.718
  31.117    5.877   31.750
  28.929    5.618   31.455
  28.485    6.574   31.224
  31.444    3.106   32.251
  31.132    2.277   32.889
  32.107    3.741   32.844
  32.127    2.622   30.975
  32.415    3.463   30.336
  33.032    2.066   31.243
  31.474    1.957   30.400
  40.230   45.763   39.263
  40.462   44.753   38.923
  39.945   44.019   39.544
  41.540   44.592   38.973
  40.029   44.615   37.527
  39.084   45.348   36.927
  38.529   46.150   37.390
  38.919   44.900   35.677
  39.788   43.845   35.472
  39.840   43.318   34.532
  40.481   43.663   36.632
  41.240   42.944   36.896
  38.007   45.475   34.667
  37.142   45.873   35.202
  37.655   44.638   34.059
  38.690   46.539   33.811
  39.566   46.131   33.297
  37.983   46.897   33.056
  39.009   47.394   34.416
  26.335   35.639   36.178
  26.774   34.682   36.460
  26.529   33.921   35.716
  26.393   34.383   37.438
  28.231   34.838   36.548
  28.954   35.774   35.923
  28.555   36.547   35.284
  30.248   35.569   36.191
  30.355   34.466   37.017
  31.308   34.105   37.373
  29.091   34.004   37.238
  28.737   33.163   37.811
  31.370   36.417   35.735
  31.092   36.820   34.759
  32.218   35.745   35.578
  31.707   37.518   36.736
  31.963   37.099   37.714
  32.568   38.085   36.367
  30.869   38.211   36.864
  40.466   11.872   22.093
  40.647   12.588   21.291
  39.699   12.915   20.857
  41.268   12.123   20.523
  41.365   13.744   21.842
  41.357   14.128   23.124
  40.834   13.625   23.922
  42.072   15.252   23.241
  42.554   15.598   21.992
  43.164   16.473   21.834
  42.107   14.655   21.114
  42.245   14.561   20.049
  42.354   15.969   24.502
  41.490   15.824   25.155
  42.393   17.032   24.249
  43.652   15.502   25.155
  44.504   15.636   24.482
  43.830   16.094   26.059
  43.597   14.447   25.442
   6.381   48.420   35.502
   5.647   48.991   36.072
   5.557   50.000   35.665
   5.956   49.036   37.117
   4.351   48.307   35.992
   3.973   47.464   35.024
   4.581   47.164   34.185
   2.710   47.084   35.252
   2.268   47.706   36.405
   1.273   47.552   36.795
   3.294   48.475   36.867
   3.359   49.124   37.725
