# Time-averaged data for fix myat3
# TimeStep v_mypress
906000 -198.364
907000 52.6769
908000 28.9408
909000 -151.741
910000 -68.2437
911000 -150.124
912000 152.27
913000 -397.046
914000 -85.5374
915000 -137.937
916000 -77.4641
917000 -101.813
918000 26.4939
919000 120.372
920000 57.9119
921000 101.932
922000 -244.5
923000 134.771
924000 -241.738
925000 242.414
926000 -134.699
927000 285.242
928000 -51.956
929000 -140.754
930000 0.888474
931000 78.77
932000 -295.559
933000 63.6118
934000 417.177
935000 295.022
936000 -175.454
937000 196.231
938000 72.394
939000 273.128
940000 -111.664
941000 100.655
942000 103.036
943000 -241.418
944000 -209.317
945000 208.249
946000 -171.139
947000 -147.812
948000 117.013
949000 -59.0682
950000 -282.187
951000 162.983
952000 80.8817
953000 -80.2492
954000 344.488
955000 -54.0316
956000 -23.2162
957000 23.2403
958000 -84.2297
959000 -31.7402
960000 552.122
961000 -258.492
962000 274.831
963000 -23.9914
964000 23.5052
965000 2.34632
966000 227.63
967000 -109.246
968000 430.085
969000 -150.501
970000 296.272
971000 224.175
972000 190.448
973000 3.40321
974000 -17.858
975000 311.986
976000 -130.206
977000 100.78
978000 -37.0822
979000 354.731
980000 49.6522
981000 -163.156
982000 107.731
983000 -40.6632
984000 123.599
985000 -270.509
986000 -190.832
987000 220.797
988000 -339.526
989000 -159.275
990000 130.07
991000 225.827
992000 -428.427
993000 403.12
994000 -123.495
995000 -64.2581
996000 23.2894
997000 384.767
998000 -325.572
999000 165.084
1000000 23.3553
1001000 -432.85
1002000 196.798
1003000 42.1974
1004000 -42.3786
1005000 -141.234
1006000 158.83
1007000 64.558
1008000 -43.2649
1009000 88.2213
1010000 -10.3628
1011000 -190.007
1012000 -109.441
1013000 -174.935
1014000 254.835
1015000 261.564
1016000 -67.6137
1017000 -212.829
1018000 -10.6745
1019000 -183.768
1020000 10.7191
1021000 101.996
1022000 -182.182
1023000 -54.0735
1024000 -17.7841
1025000 -222.189
1026000 348.096
1027000 274.235
1028000 -154.226
1029000 -154.89
1030000 -112.709
1031000 -15.5201
1032000 -267.168
1033000 71.7045
1034000 -92.0705
1035000 -128.786
1036000 -82.5008
1037000 147.457
1038000 -30.5765
1039000 138.723
1040000 18.915
1041000 104.214
1042000 -189.223
1043000 -61.1915
1044000 11.077
1045000 265.156
1046000 65.2539
1047000 -14.0774
1048000 -61.9349
1049000 292.289
1050000 -161.668
1051000 -10.7721
1052000 -27.6073
1053000 48.8984
1054000 -438.97
1055000 36.874
1056000 159.913
1057000 -88.5507
1058000 -190.724
1059000 160.06
1060000 -180.594
1061000 391.246
1062000 374.407
1063000 55.4007
1064000 -24.5191
1065000 -9.052
1066000 17.2213
1067000 250.114
1068000 -78.6294
1069000 -66.9814
1070000 -155.995
1071000 46.3462
1072000 -11.0635
1073000 53.1508
1074000 -209.411
1075000 -29.5955
1076000 162.199
1077000 32.0244
1078000 -107.359
1079000 -79.036
1080000 6.53037
1081000 -57.2654
1082000 -226.988
1083000 236.432
1084000 166.358
1085000 77.7491
1086000 -148.4
1087000 460.729
1088000 -53.7365
1089000 -316.724
1090000 -79.4116
1091000 79.8106
1092000 -251.182
1093000 -33.9674
1094000 -303.375
1095000 132.179
1096000 183.313
1097000 -226.883
1098000 86.4602
1099000 6.75543
1100000 -364.283
1101000 115.853
1102000 221.32
1103000 -329.512
1104000 -107.572
1105000 -104.56
1106000 218.122
1107000 -229.37
1108000 -199.035
1109000 -62.6166
1110000 -286.303
1111000 -410.051
1112000 30.0309
1113000 -310.35
1114000 194.907
1115000 -249.078
1116000 117.947
1117000 358.926
1118000 -64.9587
1119000 -394.874
1120000 334.01
1121000 -58.2946
1122000 189.51
1123000 230.677
1124000 -256.325
1125000 185.535
1126000 381.55
1127000 -1.24722
1128000 471.851
1129000 317.422
1130000 -349.66
1131000 -140.145
1132000 163.665
1133000 117.495
1134000 52.5376
1135000 -149.925
1136000 -260.76
1137000 -118.951
1138000 -55.4419
1139000 -176.712
1140000 59.8396
1141000 401.474
1142000 -228.874
1143000 251.071
1144000 -253.378
1145000 93.8851
1146000 -353.12
1147000 5.30876
1148000 19.2288
1149000 157.046
1150000 -178.798
1151000 -227.538
1152000 126.565
1153000 -47.4309
1154000 157.522
1155000 -341.83
1156000 205.907
1157000 302.268
1158000 -263.553
1159000 -151.769
1160000 -2.53607
1161000 -85.4164
1162000 -274.033
1163000 16.584
1164000 225.811
1165000 172.576
1166000 -52.7152
1167000 -29.5716
1168000 444.666
1169000 -186.419
1170000 83.9682
1171000 286.081
1172000 -24.1585
1173000 60.3103
1174000 -153.216
1175000 -328.268
1176000 -3.51773
1177000 29.305
1178000 108.691
1179000 -511.924
1180000 57.3146
1181000 -184.368
1182000 -23.7957
1183000 129.834
1184000 -142.577
1185000 303.091
1186000 -72.4357
1187000 344.935
1188000 35.4028
1189000 231.848
1190000 -148.102
1191000 75.2199
1192000 10.5825
1193000 -119.863
1194000 202.726
1195000 -129.909
1196000 371.594
1197000 -26.3922
1198000 250.338
1199000 -106.155
1200000 317.119
1201000 251.079
1202000 -140.819
1203000 259.366
1204000 246.76
1205000 16.2816
1206000 25.6923
1207000 -233.816
1208000 -120.326
1209000 67.0463
1210000 29.7585
1211000 275.032
1212000 0.451077
1213000 -74.6867
1214000 -83.1849
1215000 389.772
1216000 156.75
1217000 28.1508
1218000 72.1138
1219000 -91.9125
1220000 -17.3772
1221000 -278.516
1222000 -109.181
1223000 69.477
1224000 -62.1808
1225000 -163.152
1226000 -24.0279
1227000 -13.5062
1228000 59.769
1229000 26.684
1230000 94.6259
1231000 170.32
1232000 -372.105
1233000 57.5043
1234000 -236.306
1235000 142.945
1236000 -47.6803
1237000 -127.618
1238000 -49.8709
1239000 -218.758
1240000 239.446
1241000 70.8706
1242000 -414.183
1243000 -94.953
1244000 53.4467
1245000 80.5121
1246000 -283.605
1247000 299.426
1248000 133.258
1249000 -158.876
1250000 -276.971
1251000 394.101
1252000 -304.511
1253000 -10.5077
1254000 -152.14
1255000 -34.84
1256000 246.107
1257000 -147.79
1258000 13.8989
1259000 -196.497
1260000 39.0791
1261000 -21.4596
1262000 506.244
1263000 -137.109
1264000 306.239
1265000 157.397
1266000 -160.26
1267000 9.09634
1268000 -161.754
1269000 -14.7763
1270000 250.268
1271000 -473.439
1272000 80.5731
1273000 -213.145
1274000 -34.0192
1275000 -426.417
1276000 -82.8344
1277000 113.876
1278000 -29.2508
1279000 -220.672
1280000 202.202
1281000 -231.768
1282000 187.497
1283000 -85.814
1284000 426.756
1285000 47.4601
1286000 377.448
1287000 242.36
1288000 -38.4361
1289000 -68.4459
1290000 446.664
1291000 -231.938
1292000 377.474
1293000 44.3121
1294000 -258.839
1295000 -23.1766
1296000 48.2109
1297000 197.231
1298000 109.431
1299000 179.991
1300000 -228.864
1301000 148.909
1302000 -137.088
1303000 -185.538
1304000 -10.7308
1305000 9.1088
1306000 -54.6998
1307000 -143.913
1308000 -30.0684
1309000 -27.0448
1310000 -54.7013
1311000 -234.884
1312000 503.206
1313000 -196.248
1314000 -97.1233
1315000 -89.8478
1316000 226.922
1317000 -232.685
1318000 -347.901
1319000 -230.178
1320000 55.5106
1321000 -136.768
1322000 407.659
1323000 -283.213
1324000 -166.73
1325000 -42.5075
1326000 -282.059
1327000 -302.013
1328000 132.876
1329000 -408.489
1330000 -23.0166
1331000 -79.6665
1332000 582.744
1333000 -327.019
1334000 -42.0365
1335000 -40.6745
1336000 307.39
1337000 -8.41217
1338000 238.032
1339000 329.519
1340000 -179.418
1341000 229.006
1342000 101.973
1343000 -91.737
1344000 107.177
1345000 -305.684
1346000 62.6372
1347000 65.1222
1348000 10.3382
1349000 181.754
1350000 -120.687
1351000 -120.845
1352000 539.115
1353000 72.7281
1354000 -312.867
1355000 236.069
1356000 -5.22482
1357000 -133.162
1358000 -13.2665
1359000 232.119
1360000 190.56
1361000 47.062
1362000 -74.3352
1363000 -34.3273
1364000 17.1319
1365000 148.872
1366000 -216.993
1367000 89.366
1368000 9.43767
1369000 23.4022
1370000 -539.232
1371000 212.761
1372000 -62.041
1373000 72.113
1374000 26.9058
1375000 -332.937
1376000 -124.325
1377000 -137.636
1378000 -144.948
1379000 -0.72756
1380000 -330.19
1381000 -191.852
1382000 74.8965
1383000 -296.56
1384000 -20.7926
1385000 10.7826
1386000 -311.141
1387000 390.935
1388000 -500.171
1389000 145.564
1390000 -193.496
1391000 51.5559
1392000 -183.07
1393000 15.3355
1394000 207.445
1395000 -42.0688
1396000 -147.284
1397000 -323.626
1398000 85.192
1399000 177.606
1400000 -150.922
1401000 -387.905
1402000 186.267
1403000 -40.7592
1404000 -202.274
1405000 138.025
1406000 247.403
1407000 74.2936
1408000 3.44329
1409000 43.1345
1410000 -128.103
1411000 -164.245
1412000 243.566
1413000 40.6795
1414000 238.257
1415000 -135.035
1416000 -389.849
1417000 449.435
1418000 42.1686
1419000 207.519
1420000 385.277
1421000 -114.374
1422000 39.1467
1423000 87.2711
1424000 -280.672
1425000 -319.558
1426000 -145.037
1427000 3.28205
1428000 387.535
1429000 -200.517
1430000 -353.348
1431000 211.647
1432000 60.0566
1433000 -36.8127
1434000 -68.8458
1435000 118.818
1436000 3.3946
1437000 79.3447
1438000 -227.272
1439000 -195.451
1440000 -95.2981
1441000 124.043
1442000 83.8523
1443000 365.261
1444000 -341.149
1445000 108.234
1446000 151.433
1447000 -123.288
1448000 -114.271
1449000 -164.622
1450000 183.756
1451000 -425.742
1452000 387.153
1453000 -200.038
1454000 -235.814
1455000 64.9516
1456000 149.652
1457000 217.444
1458000 -32.2701
1459000 -82.4506
1460000 -18.0764
1461000 76.7654
1462000 -193.218
1463000 159.19
1464000 569.311
1465000 -249.364
1466000 267.088
1467000 179.74
1468000 107.493
1469000 78.0768
1470000 -248.62
1471000 205.195
1472000 -234.398
1473000 273.83
1474000 94.9253
1475000 -212.266
1476000 -526.024
1477000 432.637
1478000 -297.547
1479000 -34.3476
1480000 -251.928
1481000 78.1086
1482000 242.267
1483000 227.272
1484000 -2.88513
1485000 -298.155
1486000 447.01
1487000 -223.244
1488000 138.064
1489000 68.626
1490000 25.3012
1491000 198.912
1492000 231.112
1493000 165.287
1494000 114.941
1495000 209.186
1496000 -103.455
1497000 -119.107
1498000 -428.658
1499000 -213.979
1500000 -45.2208
1501000 61.0558
1502000 -27.2513
1503000 127.095
1504000 24.2368
1505000 -236.709
1506000 164.215
1507000 -229.549
1508000 336.389
1509000 134.334
1510000 -32.4976
1511000 -87.3867
1512000 -195.118
1513000 -194.389
1514000 -55.9709
1515000 220.16
1516000 -112.491
1517000 -249.576
1518000 -39.2561
1519000 55.5512
1520000 62.9386
1521000 336.078
1522000 160.712
1523000 393.018
1524000 -197.566
1525000 333.479
1526000 -118.595
1527000 329.599
1528000 11.8311
1529000 -220.323
1530000 118.557
1531000 310.968
1532000 136.468
1533000 230.305
1534000 439.089
1535000 -84.8968
1536000 -316.518
1537000 -107.24
1538000 -12.3354
1539000 103.417
1540000 55.9891
1541000 179.993
1542000 -270.392
1543000 92.1047
1544000 -130.95
1545000 -66.8247
1546000 196.423
1547000 -144.476
1548000 -321.149
1549000 61.177
1550000 -96.1382
1551000 482.059
1552000 86.3062
1553000 535.334
1554000 -173.964
1555000 122.889
1556000 7.88139
1557000 -390.483
1558000 -118.295
1559000 -200.766
1560000 191.544
1561000 29.6747
1562000 186.384
1563000 248.873
1564000 68.7385
1565000 -154.253
1566000 -66.9077
1567000 -141.689
1568000 44.7202
1569000 -451.422
1570000 63.4018
1571000 -264.782
1572000 66.5512
1573000 142.62
1574000 91.4964
1575000 -81.7093
1576000 -238.921
1577000 51.309
1578000 111.295
1579000 187.345
1580000 183.8
1581000 42.1744
1582000 -293.856
1583000 487.669
1584000 -392.896
1585000 115.475
1586000 -199.613
1587000 409.385
1588000 -218.541
1589000 138.874
1590000 -1.48523
1591000 18.8787
1592000 106.266
1593000 68.2095
1594000 -178.361
1595000 49.2132
1596000 -257.383
1597000 293.929
1598000 388.076
1599000 182.171
1600000 -86.2675
1601000 -231.79
1602000 9.32218
1603000 -322.438
1604000 211.748
1605000 -127.475
1606000 -233.101
1607000 -168.612
1608000 213.385
1609000 84.3367
1610000 -269.169
1611000 282.399
1612000 426.759
1613000 -264.685
1614000 -150.278
1615000 -29.5186
1616000 -23.6898
1617000 -362.105
1618000 -115.801
1619000 -97.835
1620000 -91.6458
1621000 157.942
1622000 -131.744
1623000 59.6288
1624000 -62.4633
1625000 -407.637
1626000 308.925
1627000 -100.158
1628000 81.7383
1629000 253.374
1630000 355.358
1631000 -265.126
1632000 -292.274
1633000 -319.488
1634000 244.417
1635000 -95.9991
1636000 617.067
1637000 -36.0215
1638000 -126.976
1639000 -98.2693
1640000 255.729
1641000 -412.765
1642000 -107.542
1643000 -227.342
1644000 -20.9421
1645000 -551.115
1646000 -221.289
1647000 44.2544
1648000 191.435
1649000 562.74
1650000 -340.761
1651000 232.712
1652000 -33.4593
1653000 -182.083
1654000 5.13148
1655000 61.764
1656000 -64.7022
1657000 263.673
1658000 -311.907
1659000 -128.739
1660000 486.638
1661000 217.716
1662000 183.939
1663000 96.142
1664000 -548.189
1665000 -119.438
1666000 57.0086
1667000 -69.6933
1668000 78.3013
1669000 202.181
1670000 -54.5071
1671000 228.941
1672000 341.898
1673000 127.455
1674000 116.66
1675000 -17.8505
1676000 193.837
1677000 154.498
1678000 124.014
1679000 -232.811
1680000 277.608
1681000 75.6115
1682000 -33.5729
1683000 -30.0557
1684000 73.9512
1685000 51.2959
1686000 -176.244
1687000 336.632
1688000 -33.3936
