# Time-averaged data for fix myat1
# TimeStep v_mytemp
691000 301.135
692000 297.709
693000 298.267
694000 301.781
695000 299.894
696000 300.745
697000 298.639
698000 297.359
699000 297.397
700000 300.133
701000 301.245
702000 302.872
703000 299.856
704000 296.766
705000 297.72
706000 299.14
707000 300.143
708000 300.847
709000 300.751
710000 298.198
711000 297.129
712000 300.003
713000 301.61
714000 299.816
715000 299.528
716000 298.835
717000 300.156
718000 301.111
719000 300.395
720000 299.571
721000 297.589
722000 296.502
723000 298.853
724000 302.362
725000 301.666
726000 301.175
727000 299.396
728000 296.531
729000 298.766
730000 301.342
731000 300.531
732000 300.727
733000 299.8
734000 297.681
735000 297.104
736000 299.305
737000 300.558
738000 302.259
739000 300.359
740000 297.583
741000 297.536
742000 298.92
743000 301.63
744000 301.126
745000 299.437
746000 299.123
747000 298.926
748000 302.408
749000 302.163
750000 300.768
751000 299.794
752000 299.355
753000 299.96
754000 299.021
755000 300.654
756000 300.39
757000 302.19
758000 302.597
759000 300.692
760000 299.161
761000 299.418
762000 299.988
763000 301.945
764000 301.938
765000 301.349
766000 299.134
767000 300.845
768000 299.679
769000 302.107
770000 303.906
771000 301.854
772000 299.734
773000 300.706
774000 298.233
775000 300.616
776000 303.339
777000 302.482
778000 300.629
779000 297.017
780000 300.003
781000 301.904
782000 300.709
783000 300.817
784000 297.741
785000 296.81
786000 301.932
787000 301.159
788000 301.342
789000 299.061
790000 296.162
791000 297.904
792000 300.104
793000 301.321
794000 300.23
795000 297.925
796000 295.708
797000 297.807
798000 300.383
799000 300.522
800000 301.01
801000 298.3
802000 297.571
803000 298.047
804000 300.882
805000 302.324
806000 300.235
807000 299.671
808000 297.857
809000 303.024
810000 302.512
811000 300.765
812000 298.109
813000 297.297
814000 299.854
815000 302.63
816000 302.129
817000 300.925
818000 299.709
819000 298.982
820000 300.387
821000 302.05
822000 303.326
823000 301.055
824000 298.994
825000 300.153
826000 300.032
827000 301.772
828000 301.824
829000 300.778
830000 299.619
831000 298.348
832000 298.855
833000 302.379
834000 303.595
835000 300.091
836000 298.025
837000 301.097
838000 301.5
839000 302.551
840000 301.131
841000 296.973
842000 297.443
843000 298.951
844000 301.829
845000 300.633
846000 300.916
847000 297.064
848000 297.997
849000 298.283
850000 299.263
851000 299.763
852000 301.951
853000 299.719
854000 296.926
855000 296.349
856000 299.348
857000 300.256
858000 300.373
859000 298.715
860000 297.72
861000 298.144
862000 301.827
863000 301.055
864000 300.371
865000 297.521
866000 298.272
867000 299.833
868000 298.575
869000 301.174
870000 299.783
871000 300.591
872000 298.952
873000 298.737
874000 298.415
875000 301.211
876000 301.39
877000 300.796
878000 298.959
879000 298.699
880000 299.465
881000 300.762
882000 301.487
883000 303.434
884000 300.033
885000 298.662
886000 298.987
887000 299.463
888000 301.709
889000 301.751
890000 299.902
891000 299.54
892000 298.937
893000 301.309
894000 302.099
895000 301.689
896000 297.936
897000 297.564
898000 298.604
899000 300.504
900000 301.327
901000 300.635
902000 297.993
903000 297.006
904000 297.805
905000 299.717
906000 301.049
907000 300.38
908000 298.501
909000 298.367
910000 299.466
911000 302.028
912000 301.641
913000 299.169
914000 297.513
915000 298.513
916000 302.115
917000 301.478
918000 298.771
919000 298.169
920000 298.84
921000 297.912
922000 297.612
923000 299.727
924000 302.499
925000 302.766
926000 300.631
927000 299.462
928000 298.422
929000 298.956
930000 302.619
931000 303.127
932000 303.191
933000 298.9
934000 298.694
935000 298.597
936000 301.758
937000 302.097
938000 300.301
939000 299.122
940000 299.503
941000 302.634
942000 299.028
943000 298.057
944000 299.115
945000 299.034
946000 301.426
947000 299.511
948000 299.135
949000 296.82
950000 299.2
951000 299.491
952000 301.519
953000 301.427
954000 299.443
955000 298.922
956000 299.41
957000 300.458
958000 301.693
959000 299.84
960000 300.218
961000 299.959
962000 297.669
963000 299.708
964000 300.942
965000 303.301
966000 302.931
967000 299.758
968000 299.005
969000 300.103
970000 299.492
971000 299.593
972000 301.635
973000 300.244
974000 300.229
975000 297.507
976000 298.153
977000 303.073
978000 302.708
979000 299.556
980000 299.604
981000 298.307
982000 298.469
983000 298.663
984000 301.8
985000 302.469
986000 299.839
987000 299.181
988000 298.501
989000 298.025
990000 299.766
991000 299.48
992000 300.594
993000 303.876
994000 302.19
995000 299.002
996000 297.354
997000 299.338
998000 301.629
999000 302.897
1000000 301.904
