# Time-averaged data for fix myat1
# TimeStep v_mytemp
402000 298.804
403000 299.974
404000 300.064
405000 298.365
406000 299.359
407000 301.946
408000 297.29
409000 298.148
410000 302.217
411000 298.211
412000 299.956
413000 301.277
414000 302.019
415000 299.98
416000 301.434
417000 295.305
418000 300.774
419000 297.224
420000 298.575
421000 300.499
422000 300.021
423000 300.437
424000 298.751
425000 300.29
426000 300.442
427000 297.614
428000 298.38
429000 301.372
430000 297.814
431000 299.391
432000 298.078
433000 300.825
434000 301.575
435000 296.161
436000 299.243
437000 300.759
438000 298.136
439000 299.166
440000 299.948
441000 301.961
442000 301.262
443000 298.588
444000 300.803
445000 302.612
446000 298.672
447000 299.243
448000 298.76
449000 300.876
450000 299.777
451000 300.234
452000 303.085
453000 299.071
454000 298.087
455000 298.494
456000 299.175
457000 299.41
458000 299.615
459000 297.163
460000 300.758
461000 299.727
462000 297.565
463000 300.334
464000 306.918
465000 298.562
466000 301.461
467000 300.318
468000 300.605
469000 300.297
470000 298.902
471000 299.205
472000 299.783
473000 301.066
474000 296.395
475000 298.951
476000 298.711
477000 302.7
478000 299.621
479000 301.544
480000 299.489
481000 300.063
482000 300.257
483000 299.23
484000 298.631
485000 301.455
486000 299.097
487000 300.121
488000 300.325
489000 301.623
490000 296.456
491000 302.147
492000 300.414
493000 298.684
494000 299.087
495000 301.376
496000 301.672
497000 298.226
498000 301.788
499000 299.43
500000 298.189
501000 299.643
502000 302.589
503000 297.278
504000 296.782
505000 299.403
506000 300.009
507000 301.584
508000 300.885
509000 297.436
510000 300.416
511000 301.669
512000 300.56
513000 296.886
514000 299.934
515000 298.894
516000 303.078
517000 298.459
518000 298.195
519000 300.048
520000 301.058
521000 300.401
522000 296.743
523000 304.148
524000 300.997
525000 300.066
526000 302.379
527000 302.662
528000 299.783
529000 298.958
530000 301.073
531000 299.16
532000 299.158
533000 302.176
534000 300.764
535000 301.244
536000 300.385
537000 298.604
538000 300.211
539000 298.715
540000 301.569
541000 300.693
542000 295.993
543000 299.826
544000 299.234
545000 300.04
546000 297.733
547000 300.314
548000 298.115
549000 297.796
550000 297.154
551000 299.846
552000 300.518
553000 300.354
554000 297.009
555000 299.12
556000 302.112
557000 302.078
558000 299.833
559000 298.197
560000 299.667
561000 298.722
562000 299.533
563000 301.85
564000 298.871
565000 300.166
566000 300.665
567000 299.434
568000 302.455
569000 298.148
570000 299.891
571000 300.642
572000 301.497
573000 301.705
574000 299.657
575000 301.711
576000 299.505
577000 299.96
578000 298.827
579000 298.201
580000 299.032
581000 302.198
582000 301.573
583000 301.567
584000 298.655
585000 303.492
586000 299.444
587000 300.462
588000 300.933
589000 302.702
590000 299.071
591000 299.438
592000 299.295
593000 302.039
594000 300.777
595000 301.187
596000 299.062
597000 298.049
598000 298.841
599000 298.432
600000 299.871
601000 300.376
602000 300.478
603000 296.815
604000 300.951
605000 296.267
606000 298.982
607000 301.222
608000 300.308
609000 295.891
610000 302.005
611000 299.487
612000 297.748
613000 299.795
614000 300.887
615000 300.055
616000 301.295
617000 301.49
618000 302.083
619000 300.252
620000 299.335
621000 297.55
622000 302.963
623000 300.305
624000 301.606
625000 299.674
626000 299.559
627000 301.368
628000 300.907
629000 299.064
630000 297.985
631000 299.114
632000 298.49
633000 303.465
634000 299.763
635000 301.168
636000 299.056
637000 302.657
638000 301.269
639000 300.898
640000 300.146
641000 297.503
642000 298.941
643000 300.88
644000 304.742
645000 299.755
646000 301.156
647000 297.375
648000 299.158
649000 298.62
650000 298.632
651000 298.929
652000 299.944
653000 295.901
654000 300.756
655000 298.716
656000 300.667
657000 299.426
658000 300.386
659000 303.059
660000 303.201
661000 299.236
662000 299.374
663000 298.317
664000 300.644
665000 300.712
666000 299.063
667000 301.016
668000 298.896
669000 299.463
670000 301.218
671000 301.254
672000 300.378
673000 298.049
674000 300.747
675000 300.688
676000 299.999
677000 298.045
678000 300.027
679000 298.258
680000 300.321
681000 300.101
682000 299.393
683000 299.196
684000 298.22
685000 301.251
686000 298.618
687000 300.306
688000 299.36
689000 300.047
690000 300.228
691000 297.377
692000 298.01
693000 297.016
694000 299.103
695000 301.389
696000 300.962
697000 301.466
698000 302.957
699000 300.779
700000 300.159
701000 300.792
702000 298.933
703000 302.673
704000 300.471
705000 301.611
706000 300.352
707000 298.093
708000 300.424
709000 298.078
710000 297.825
711000 301.635
712000 299.492
713000 302.69
714000 301.393
715000 298.615
716000 298.819
717000 294.459
718000 301.178
719000 301.027
720000 300.077
721000 303.702
722000 300.978
723000 299.375
724000 300.058
725000 301.46
726000 298.626
727000 295.895
728000 302.177
729000 297.98
730000 302.823
731000 301.615
732000 299.644
733000 301.377
734000 302.197
735000 301.336
736000 301.389
737000 297.831
738000 296.859
739000 299.89
740000 297.355
741000 299.13
742000 300.053
743000 301.363
744000 298.185
745000 301.558
746000 300.915
747000 302.398
748000 299.246
749000 300.56
750000 299.802
751000 298.308
752000 298.998
753000 299.199
754000 299.485
755000 300.635
756000 302.392
757000 299.483
758000 299.952
759000 302.702
760000 302.087
761000 301.46
762000 300.357
763000 299.531
764000 301.3
765000 299.75
766000 296.803
767000 300.703
768000 298.727
769000 298.729
770000 299.395
771000 305.643
772000 300.893
773000 300.714
774000 299.315
775000 299.237
776000 299.05
777000 299.56
778000 299.593
779000 302.297
780000 301.896
781000 300.198
782000 297.713
783000 299.912
784000 301.092
785000 298.286
786000 299.194
787000 301.496
788000 300.731
789000 298.573
790000 299.117
791000 298.678
792000 300.303
793000 302.612
794000 301.694
795000 300.566
796000 298.38
797000 300.028
798000 299.557
799000 300.571
800000 302.151
801000 299.18
802000 299.698
803000 299.32
804000 299.253
805000 298.509
806000 298.168
807000 301.787
808000 299.141
809000 297.36
810000 300.509
811000 302.379
812000 298.082
813000 298.041
814000 299.594
815000 298.343
816000 300.108
817000 302.846
818000 299.817
819000 300.721
820000 303.546
821000 299.384
822000 300.472
823000 301.598
824000 299.415
825000 300.501
826000 301.965
827000 299.933
828000 299.317
829000 300.043
830000 299.448
831000 299.49
832000 298.591
833000 299.233
834000 298.608
835000 298.275
836000 300.414
837000 300.432
838000 300.277
839000 300.835
840000 298.588
841000 296.716
842000 300.505
843000 301.001
844000 299.114
845000 296.914
846000 302.293
847000 299.441
848000 299.145
849000 300.9
850000 298.662
851000 296.659
852000 304.694
853000 298.851
854000 299.571
855000 300.588
856000 302.228
857000 299.805
858000 300.143
859000 298.386
860000 300.547
861000 300.794
862000 301.739
863000 302.058
864000 298.188
865000 299.042
866000 298.759
867000 297.336
868000 300.589
869000 300.198
870000 298.245
871000 302.88
872000 303.864
873000 299.688
874000 299.129
875000 298.977
876000 300.638
877000 301.456
878000 298.107
879000 297.683
880000 299.274
881000 301.669
882000 302.429
883000 300.128
884000 302.675
885000 298.323
886000 298.478
887000 298.246
888000 299.701
889000 300.245
890000 297.815
891000 300.898
892000 300.57
893000 298.647
894000 300.473
895000 298.409
896000 298.731
897000 301.368
898000 302.949
899000 301.796
900000 303.991
901000 300.961
902000 302.138
903000 301.798
904000 299.482
905000 301.433
906000 301.513
907000 297.716
908000 300.189
909000 301.339
910000 302.996
911000 300.145
912000 298.657
913000 298.617
914000 300.392
915000 299.051
916000 300.743
917000 298.341
918000 300.796
919000 300.091
920000 298.647
921000 301.87
922000 300.949
923000 294.809
924000 300.967
925000 301.974
926000 297.827
927000 297.989
928000 300.134
929000 297.536
930000 301.576
931000 300.491
932000 299.949
933000 300.054
934000 299.196
935000 296.678
936000 297.712
937000 300.943
938000 300.213
939000 299.84
940000 299.256
941000 298.753
942000 298.072
943000 301.205
944000 298.452
945000 300.842
946000 298.278
947000 300.106
948000 300.391
949000 299.708
950000 298.504
951000 300.19
952000 299.829
953000 298.038
954000 299.92
955000 301.226
956000 300.029
957000 301.738
958000 299.212
959000 299.969
960000 300.147
961000 299.983
962000 299.026
963000 299.737
964000 300.057
965000 300.788
966000 297.237
967000 302.224
968000 300.966
969000 299.783
970000 299.934
971000 302.883
972000 297.808
973000 298.651
974000 299.993
975000 304.352
976000 300.688
977000 300.345
978000 299.555
979000 295.894
980000 301.608
981000 301.389
982000 299.686
983000 297.158
984000 296.979
985000 301.464
986000 298.877
987000 298.275
988000 299.22
989000 301.402
990000 300.28
991000 300.741
992000 300.468
993000 298.081
994000 299.244
995000 300.305
996000 298.531
997000 301.215
998000 302.518
999000 300.108
1000000 298.846
1001000 296.572
1002000 298.76
1003000 302.087
1004000 300.705
1005000 300.091
1006000 301.976
1007000 299.8
1008000 299.872
1009000 297.647
1010000 297.956
1011000 297.957
1012000 298.462
1013000 301.059
1014000 300.728
1015000 298.55
1016000 300.741
1017000 298.666
1018000 300.034
1019000 300.151
1020000 299.776
1021000 299.058
1022000 300.82
1023000 299.751
1024000 300.641
1025000 301.856
1026000 296.77
1027000 300.882
1028000 301.041
1029000 300.281
1030000 297.238
1031000 300.696
1032000 303.544
1033000 300.361
1034000 299.672
1035000 304.046
1036000 298.051
1037000 299.621
1038000 300.164
1039000 301.955
1040000 301.496
1041000 300.615
1042000 299.454
1043000 299.121
1044000 301.355
1045000 301.063
1046000 301.064
1047000 298.04
1048000 300.253
1049000 303.703
1050000 302.531
1051000 302.702
1052000 301.615
1053000 300.227
1054000 298.455
1055000 300.585
1056000 302.245
1057000 299.242
1058000 298.358
1059000 300.93
1060000 300.634
1061000 298.936
1062000 303.86
1063000 300.226
1064000 299.75
1065000 298.565
1066000 300.882
1067000 299.169
1068000 300.157
1069000 297.442
1070000 297.838
1071000 300.202
1072000 303.103
1073000 300.18
1074000 299.886
1075000 298.904
1076000 300.723
1077000 298.907
1078000 298.992
1079000 300.674
1080000 300.792
1081000 302.154
1082000 296.692
1083000 299.931
1084000 300.345
1085000 300.111
1086000 298.434
1087000 302.694
1088000 300.224
1089000 298.263
1090000 303.549
1091000 300.663
1092000 298.52
1093000 297.065
1094000 298.416
1095000 298.384
1096000 300.781
1097000 299.016
1098000 299.729
1099000 300.457
1100000 301.405
1101000 300.806
1102000 297.373
1103000 301.57
1104000 298.156
1105000 301.55
1106000 299.047
1107000 298.862
1108000 297.167
1109000 301.551
1110000 299.837
1111000 300.855
1112000 297.366
1113000 298.291
1114000 300.686
1115000 301.863
1116000 303.535
1117000 298.246
1118000 298.877
1119000 301.071
1120000 300.248
1121000 302.023
1122000 298.57
1123000 298.769
1124000 300.684
1125000 300.607
1126000 300.442
1127000 304.54
1128000 298.644
1129000 301.39
1130000 299.671
1131000 299.443
1132000 298.569
1133000 301.341
1134000 297.159
1135000 297.825
1136000 300.906
1137000 299.314
1138000 298.581
1139000 300.05
1140000 299.053
1141000 298.927
1142000 298.03
1143000 297.288
1144000 299.03
1145000 299.611
1146000 301.824
1147000 300.779
1148000 299.225
1149000 299.227
1150000 301.892
1151000 298.818
1152000 298.273
1153000 299.961
1154000 300.904
1155000 297.755
1156000 300.349
1157000 303.414
1158000 300.658
1159000 297.654
1160000 298.94
1161000 300.072
1162000 300.317
1163000 298.404
1164000 300.504
1165000 297.664
1166000 301.921
1167000 295.867
1168000 301.076
1169000 299.284
1170000 296.888
1171000 302.444
1172000 300.474
1173000 295.056
1174000 302.888
1175000 301.797
1176000 295.82
1177000 301.95
1178000 301.113
1179000 302.445
1180000 299.724
1181000 299.492
1182000 301.933
1183000 298.724
1184000 299.489
1185000 303.542
1186000 301.681
1187000 302.968
1188000 300.895
1189000 299.44
1190000 300.802
1191000 300.437
1192000 301.64
1193000 299.88
1194000 300.07
1195000 300.566
1196000 298.473
1197000 300.013
1198000 300.274
1199000 299.221
1200000 301.018
1201000 301.768
1202000 298.368
1203000 299.606
1204000 300.99
1205000 300.005
1206000 303.322
1207000 299.508
1208000 298.659
1209000 300.669
1210000 298.979
1211000 301.298
1212000 303.101
1213000 301.85
1214000 297.595
1215000 300.885
1216000 303.062
1217000 299.017
1218000 299.731
1219000 299.005
1220000 299.865
1221000 298.202
1222000 299.561
1223000 300.475
1224000 298.335
1225000 298.791
1226000 297.578
1227000 300.223
1228000 299.524
1229000 299.874
1230000 298.547
1231000 299.051
1232000 299.102
1233000 303.87
1234000 299.271
1235000 298.773
1236000 300.656
1237000 300.658
1238000 297.299
1239000 299.138
1240000 300.749
1241000 298.869
1242000 301.373
1243000 302.448
1244000 298.243
1245000 301.334
1246000 300.115
1247000 297.984
1248000 300.661
1249000 297.088
1250000 299.087
1251000 297.927
1252000 301.233
1253000 297.948
1254000 299.328
1255000 303.331
1256000 300.829
1257000 301.31
1258000 299.77
1259000 298.929
1260000 301.325
1261000 298.458
1262000 302.02
1263000 299.669
1264000 298.857
1265000 301.895
1266000 300.924
1267000 300.39
1268000 299.088
1269000 299.278
1270000 299.681
1271000 300.281
1272000 302.299
1273000 299.14
1274000 301.149
1275000 301.852
1276000 299.772
1277000 299.94
1278000 301.201
1279000 302.949
1280000 300.616
1281000 299.747
1282000 299.928
1283000 300.386
1284000 302.315
1285000 295.132
1286000 299.493
1287000 299.21
1288000 298.616
1289000 299.779
1290000 299.685
1291000 301.855
1292000 298.163
1293000 298.423
1294000 302.126
1295000 298.69
1296000 299.292
1297000 299.98
1298000 299.903
1299000 298.88
1300000 299.826
1301000 300.839
1302000 299.794
1303000 299.71
1304000 305.643
1305000 299.199
1306000 299.605
1307000 297.527
1308000 298.378
1309000 300.334
1310000 300.458
1311000 297.203
1312000 303.481
1313000 301.98
1314000 300.02
1315000 297.052
1316000 297.898
1317000 302.666
1318000 299.076
1319000 298.177
1320000 300.385
1321000 299.142
1322000 298.792
1323000 302.141
1324000 300.561
1325000 300.418
1326000 298.326
1327000 302.103
1328000 299.654
1329000 296.313
1330000 301.338
1331000 297.855
1332000 302.625
1333000 298.959
1334000 299.537
1335000 299.011
1336000 299.447
1337000 300.097
1338000 301.873
1339000 298.206
1340000 301.496
1341000 299.765
1342000 296.926
1343000 300.915
1344000 301.987
1345000 298.865
1346000 300.977
1347000 297.635
1348000 299.544
1349000 301.34
1350000 299.309
1351000 296.622
1352000 303.202
1353000 301.938
1354000 298.875
1355000 298.19
1356000 297.525
1357000 301.524
1358000 300.146
1359000 296.99
1360000 300.977
1361000 300.584
1362000 297.247
1363000 300.582
1364000 302.557
1365000 300.368
1366000 298.075
1367000 298.655
1368000 299.268
1369000 299.524
1370000 297.259
1371000 301.825
1372000 299.058
1373000 301.549
1374000 299.751
1375000 300.692
1376000 300.439
1377000 302.521
1378000 298.462
1379000 299.863
1380000 299.807
1381000 299.799
1382000 301.372
1383000 299.723
1384000 298.667
1385000 299.269
1386000 300.114
1387000 297.345
1388000 300.449
1389000 295.89
1390000 297.597
1391000 300.608
1392000 300.662
1393000 301.141
1394000 300.575
1395000 299.645
1396000 298.491
1397000 302.773
1398000 297.853
1399000 300.334
1400000 298.734
1401000 301.107
1402000 300.229
1403000 298.312
1404000 298.615
1405000 300.099
1406000 302.171
1407000 298.566
1408000 300.468
1409000 302.307
1410000 299.307
1411000 300.798
1412000 300.369
1413000 300.584
1414000 302.096
1415000 297.326
1416000 300.484
1417000 303.387
1418000 300.317
1419000 301.591
1420000 302.61
1421000 302.008
1422000 298.486
1423000 300.81
1424000 302.134
1425000 297.769
1426000 299.837
1427000 300.065
1428000 301.698
1429000 299.862
1430000 300.174
1431000 301.496
1432000 302.172
1433000 299.319
1434000 298.821
1435000 299.513
1436000 300.818
1437000 302.104
1438000 302.294
1439000 301.37
1440000 300.184
1441000 303.154
1442000 301.158
1443000 296.692
1444000 298.287
1445000 297.002
1446000 300.413
1447000 300.7
1448000 298.78
1449000 299.754
1450000 300.648
1451000 301.697
1452000 299.554
1453000 299.203
1454000 297.366
1455000 299.397
1456000 302.151
1457000 300.875
1458000 301.569
1459000 298.083
1460000 297.101
1461000 300.53
1462000 302.725
1463000 299.92
1464000 303.08
1465000 297.22
1466000 299.394
1467000 301.859
1468000 300.855
1469000 298.347
1470000 298.051
1471000 298.957
1472000 300.308
1473000 300.823
1474000 297.834
1475000 297.537
1476000 300.081
1477000 298.175
1478000 301.34
1479000 299.982
1480000 298.825
1481000 298.179
1482000 300.763
1483000 296.735
1484000 299.354
1485000 303.074
1486000 302.378
1487000 300.208
1488000 302.089
1489000 300.755
1490000 301.743
1491000 299.27
1492000 302.389
1493000 299.965
1494000 301.022
1495000 301.887
1496000 300.046
1497000 298.26
1498000 301.194
1499000 301.286
1500000 299.63
1501000 302.001
1502000 301.103
1503000 298.377
1504000 299.521
1505000 300.45
1506000 300.846
1507000 300.575
1508000 303.34
1509000 301.634
1510000 298.282
1511000 301.457
1512000 299.617
1513000 299.464
1514000 300.075
1515000 302.139
1516000 299.339
1517000 296.493
1518000 299.384
1519000 302.422
1520000 298.686
1521000 300.482
1522000 300.836
1523000 300.848
1524000 298.446
1525000 301.604
1526000 301.895
1527000 300.633
1528000 297.134
1529000 300.748
1530000 299.729
1531000 297.843
1532000 303.074
1533000 301.424
1534000 298.243
1535000 301.023
1536000 299.509
1537000 301.95
1538000 299.501
1539000 301.244
1540000 298.348
1541000 299.686
1542000 300.17
1543000 300.032
1544000 299.417
1545000 300.218
1546000 299.013
1547000 297.309
1548000 299.78
1549000 300.958
1550000 301.288
1551000 299.332
1552000 299.358
1553000 298.058
1554000 300
1555000 301.434
1556000 300.499
1557000 305.203
1558000 298.749
1559000 298.212
1560000 303.392
1561000 299.502
1562000 298.39
1563000 298.321
1564000 299.143
1565000 298.649
1566000 298.454
1567000 302.085
1568000 301.157
1569000 300.812
1570000 299.648
1571000 300.065
1572000 301.736
1573000 302.011
1574000 300.265
1575000 298.556
1576000 300.924
1577000 302.549
1578000 300.606
1579000 299.162
1580000 296.922
1581000 299.163
1582000 301.644
1583000 299.686
1584000 300.389
1585000 301.688
1586000 301.413
1587000 298.844
1588000 299.463
1589000 297.314
1590000 300.882
1591000 297.576
1592000 300.11
1593000 300.007
1594000 298.956
1595000 299.346
1596000 302.539
1597000 301.846
1598000 302.047
1599000 302.552
1600000 297.321
1601000 299.504
1602000 297.972
1603000 299.872
1604000 300.54
1605000 298.796
1606000 298.538
1607000 296.217
1608000 301.88
1609000 304.124
1610000 299.835
1611000 299.934
1612000 297.58
1613000 299.504
1614000 301.583
1615000 299.2
1616000 301.875
1617000 299.137
1618000 300.972
1619000 301.319
1620000 299.492
1621000 301.352
1622000 299.325
1623000 299.562
1624000 298.001
1625000 299.703
1626000 298.542
1627000 301.708
1628000 301.272
1629000 298.174
1630000 302.422
1631000 299.689
1632000 299.495
1633000 299.407
1634000 298.687
1635000 300.224
1636000 303.738
1637000 299.651
1638000 301.871
1639000 299.649
1640000 303.146
1641000 300.54
1642000 298.631
1643000 296.729
1644000 298.83
1645000 298.32
1646000 300.854
1647000 299.818
1648000 300.516
1649000 300.696
1650000 298.304
1651000 299.72
1652000 299.67
1653000 301.036
1654000 298.773
1655000 304.473
1656000 298.543
1657000 300.095
1658000 299.855
1659000 299.229
1660000 301.963
1661000 300.768
1662000 297.223
1663000 300.428
1664000 301.283
1665000 299.26
1666000 301.534
1667000 298.166
1668000 296.585
1669000 299.733
1670000 298.503
1671000 299.064
1672000 301.183
1673000 300.36
1674000 301.785
1675000 301.284
1676000 301.469
1677000 301.834
1678000 299.543
1679000 300.677
1680000 300.339
1681000 300.38
1682000 301.099
1683000 299.067
1684000 299.125
1685000 300.387
1686000 302.155
1687000 298.907
1688000 298.269
1689000 299.659
1690000 298.43
1691000 299.079
1692000 296.899
1693000 298.402
1694000 302.964
1695000 300.691
1696000 301.14
1697000 298.397
1698000 298.972
1699000 300.654
1700000 301.582
1701000 300.065
1702000 300.677
1703000 300.063
1704000 300.599
1705000 301.548
1706000 298.2
1707000 302.832
1708000 300.623
1709000 300.77
1710000 301.024
1711000 298.898
1712000 298.447
1713000 298.894
1714000 298.72
1715000 299.353
1716000 302.763
1717000 300.323
1718000 302.733
1719000 299.891
1720000 302.812
1721000 300.874
1722000 301.775
1723000 301.021
1724000 302.745
1725000 300.894
1726000 300.768
1727000 300.616
1728000 300.223
1729000 301.553
1730000 295.578
1731000 297.629
1732000 299.105
1733000 298.607
1734000 300.104
1735000 298.058
1736000 299.19
1737000 295.808
1738000 302.225
1739000 301.01
1740000 300.119
1741000 299.733
1742000 301.963
1743000 300.754
1744000 302.329
1745000 298.497
1746000 300.384
1747000 301.442
1748000 299.767
1749000 299.994
1750000 297.791
1751000 302.847
1752000 299.081
1753000 299.557
1754000 298.77
1755000 300.993
1756000 297.025
1757000 301.008
1758000 301.624
1759000 299.326
1760000 297.423
1761000 300.863
1762000 300.538
1763000 299.457
1764000 300.104
1765000 299.237
1766000 300.071
1767000 300.706
1768000 298.853
1769000 298.685
1770000 301.866
1771000 302.978
1772000 299.221
1773000 304.769
1774000 300.095
1775000 301.722
1776000 298.692
1777000 297.583
1778000 302.473
1779000 300.879
1780000 298.326
1781000 302.802
1782000 300.883
1783000 300.154
1784000 300.109
1785000 297.869
1786000 299.407
1787000 301.715
1788000 300.769
1789000 296.557
1790000 299.749
1791000 301.363
1792000 300.295
1793000 300.26
1794000 299.212
1795000 298.611
1796000 299.559
1797000 302.428
1798000 296.716
1799000 300.901
1800000 300.31
1801000 298.74
1802000 299.626
1803000 299.831
1804000 303.685
1805000 298.568
1806000 299.975
1807000 297.897
1808000 300.045
1809000 299.241
1810000 302.22
1811000 301.986
1812000 299.666
1813000 298.848
1814000 297.977
1815000 299.381
1816000 302.663
1817000 298.061
1818000 298.832
1819000 300.518
1820000 299.976
1821000 301.12
1822000 302.857
1823000 300.184
1824000 304.104
1825000 298.994
1826000 299.073
1827000 301.11
1828000 296.418
1829000 300.378
1830000 300.964
1831000 300.181
1832000 299.563
1833000 299.213
1834000 302.534
1835000 298.797
1836000 300.059
1837000 298.916
1838000 297.005
1839000 297.603
1840000 300.519
1841000 298.669
1842000 295.996
1843000 299.27
1844000 297.329
1845000 298.661
1846000 298.659
1847000 301.357
1848000 301.87
1849000 298.198
1850000 300.462
1851000 298.214
1852000 300.251
1853000 299.89
1854000 298.352
1855000 299.099
1856000 302.012
1857000 300.851
1858000 300.312
1859000 298.52
1860000 302.002
1861000 298.148
1862000 303.16
1863000 297.486
1864000 298.651
