# Time-averaged data for fix myat2
# TimeStep v_myvol
1502000 137087
1503000 136855
1504000 136689
1505000 137627
1506000 137989
1507000 137103
1508000 137960
1509000 138199
1510000 138233
1511000 138113
1512000 137692
1513000 136910
1514000 137289
1515000 137278
1516000 137324
1517000 138630
1518000 138707
1519000 137935
1520000 138219
1521000 138383
1522000 138320
1523000 137992
1524000 137828
1525000 136337
1526000 137937
1527000 136832
1528000 137474
1529000 138044
1530000 137980
1531000 137654
1532000 137775
1533000 137219
1534000 137742
1535000 137579
1536000 137899
1537000 137350
1538000 137712
1539000 137203
1540000 137673
1541000 137747
1542000 138186
1543000 138416
1544000 137663
1545000 137360
1546000 138338
1547000 137649
1548000 137397
1549000 137811
1550000 138585
1551000 137774
1552000 137532
1553000 137249
1554000 138010
1555000 137372
1556000 137609
1557000 137018
1558000 137235
1559000 138048
1560000 137803
1561000 138739
1562000 138629
1563000 137848
1564000 138346
1565000 138017
1566000 139537
1567000 137591
1568000 137958
1569000 138555
1570000 139324
1571000 138678
1572000 139548
1573000 138765
1574000 138140
1575000 138120
1576000 137653
1577000 138600
1578000 138344
1579000 138497
1580000 137824
1581000 138101
1582000 137916
1583000 138367
1584000 138195
1585000 137747
1586000 137667
1587000 138258
1588000 138340
1589000 137817
1590000 137794
1591000 137267
1592000 137544
1593000 138107
1594000 138195
1595000 137301
1596000 138094
1597000 138097
1598000 138404
1599000 137716
1600000 137547
1601000 137409
1602000 137531
1603000 137606
1604000 137606
1605000 137752
1606000 137793
1607000 138429
1608000 138168
1609000 138112
1610000 138952
1611000 138933
1612000 138108
1613000 138753
1614000 137396
1615000 138684
1616000 137481
1617000 137529
1618000 136957
1619000 137778
1620000 138100
1621000 138169
1622000 138354
1623000 138187
1624000 138232
1625000 138135
1626000 138374
1627000 139072
1628000 138404
1629000 138452
1630000 139630
1631000 138770
1632000 138124
1633000 138774
1634000 138478
1635000 139182
1636000 138261
1637000 139044
1638000 139122
1639000 138453
1640000 138953
1641000 138851
1642000 138141
1643000 137773
1644000 137713
1645000 137872
1646000 138367
1647000 137376
1648000 137928
1649000 138058
1650000 137044
1651000 137536
1652000 138208
1653000 137605
1654000 137946
1655000 137843
1656000 137556
1657000 137236
1658000 138458
1659000 137645
1660000 138289
1661000 138429
1662000 138746
1663000 138482
1664000 137822
1665000 138296
1666000 138513
1667000 138735
1668000 138639
1669000 138431
1670000 138133
1671000 139035
1672000 138146
1673000 138626
1674000 138241
1675000 138165
1676000 137974
1677000 138299
1678000 138009
1679000 138112
1680000 138175
1681000 138801
1682000 138484
1683000 137784
1684000 137700
1685000 137281
1686000 138010
1687000 137761
1688000 138109
1689000 138297
1690000 137256
1691000 137711
1692000 137649
1693000 138362
1694000 137339
1695000 137306
1696000 137873
1697000 138648
1698000 137179
1699000 137333
1700000 136996
1701000 137252
1702000 137934
1703000 137425
1704000 137839
1705000 136966
1706000 136835
1707000 138723
1708000 138208
1709000 137984
1710000 136709
1711000 136869
1712000 138413
1713000 137549
1714000 138036
1715000 138150
1716000 138226
1717000 139169
1718000 138446
1719000 138262
1720000 139726
1721000 138972
1722000 138415
1723000 138235
1724000 138805
1725000 138463
1726000 138639
1727000 137807
1728000 138182
1729000 137585
1730000 138525
1731000 137968
1732000 137307
1733000 137378
1734000 137733
1735000 138354
1736000 137829
1737000 138185
1738000 138199
1739000 137978
1740000 138410
1741000 138801
1742000 138744
1743000 137753
1744000 137880
1745000 137223
1746000 137486
1747000 137314
1748000 137675
1749000 137503
1750000 138190
1751000 137596
1752000 137853
1753000 138246
1754000 138328
1755000 137850
1756000 139148
1757000 138455
1758000 138102
1759000 138099
1760000 138503
1761000 138926
1762000 138072
1763000 138128
1764000 138607
1765000 138254
1766000 138910
1767000 138559
1768000 139081
1769000 138322
1770000 137682
1771000 138392
1772000 137339
1773000 137387
1774000 137893
1775000 137248
1776000 138208
1777000 137708
1778000 138058
1779000 137868
1780000 138138
1781000 138388
1782000 137761
1783000 138342
1784000 137985
1785000 137576
1786000 137470
1787000 138331
1788000 138649
1789000 137393
1790000 137395
1791000 137659
1792000 138476
1793000 137817
1794000 137911
1795000 137875
1796000 138177
1797000 139572
1798000 138241
1799000 138090
1800000 138211
1801000 137928
1802000 138376
1803000 138087
1804000 137562
1805000 137556
1806000 138061
1807000 138225
1808000 137771
1809000 138270
1810000 138260
1811000 137299
1812000 137231
1813000 138487
1814000 137149
1815000 137495
1816000 137860
1817000 137144
1818000 137117
1819000 137468
1820000 138378
1821000 137898
1822000 137592
1823000 137744
1824000 136963
1825000 137343
1826000 137347
1827000 137585
1828000 137395
1829000 137460
1830000 137516
1831000 137122
1832000 137397
1833000 137794
1834000 138195
1835000 137588
1836000 137756
1837000 138052
1838000 137093
1839000 138291
1840000 137565
1841000 137938
1842000 137787
1843000 137453
1844000 137922
1845000 137922
1846000 138275
1847000 138355
1848000 138197
1849000 138388
1850000 138450
1851000 137907
1852000 138063
1853000 137766
1854000 137611
1855000 138717
1856000 137577
1857000 138306
1858000 137490
1859000 138708
1860000 137729
1861000 137891
1862000 137558
1863000 138312
1864000 138716
1865000 138571
1866000 137839
1867000 138258
1868000 137956
1869000 137832
1870000 137886
1871000 138096
1872000 138649
1873000 138797
1874000 137989
1875000 138200
1876000 138318
1877000 138912
1878000 137850
1879000 138340
1880000 136991
1881000 137418
1882000 138729
1883000 138462
1884000 138182
1885000 137490
1886000 137817
1887000 137823
1888000 137849
1889000 138521
1890000 137586
1891000 137771
1892000 137877
1893000 137989
1894000 137791
1895000 137755
1896000 138162
1897000 137964
1898000 137437
1899000 137498
1900000 137722
1901000 138237
1902000 137690
1903000 138085
1904000 138453
1905000 138147
1906000 137891
1907000 137097
1908000 138207
1909000 138198
1910000 137457
1911000 137942
1912000 138106
1913000 137361
1914000 137727
1915000 137203
1916000 137811
1917000 138245
1918000 138907
1919000 138307
1920000 138556
1921000 138755
1922000 137679
1923000 138119
1924000 136753
1925000 137658
1926000 137152
1927000 136950
1928000 137922
1929000 137686
1930000 137832
1931000 137477
1932000 137983
1933000 137194
1934000 137942
1935000 137971
1936000 138575
1937000 137183
1938000 138178
1939000 138520
1940000 138096
1941000 137343
1942000 138094
1943000 137290
1944000 137985
1945000 138242
1946000 137915
1947000 137930
1948000 138471
1949000 138318
1950000 137370
1951000 137750
1952000 137692
1953000 137912
1954000 138067
1955000 138047
1956000 138064
1957000 138117
1958000 137828
1959000 138985
1960000 138699
1961000 139129
1962000 138157
1963000 138413
1964000 137322
1965000 138231
1966000 138176
1967000 137332
1968000 138775
1969000 138220
1970000 138849
1971000 138188
1972000 139474
1973000 139164
1974000 137904
1975000 138272
1976000 137859
1977000 138108
1978000 138474
1979000 138219
1980000 138189
1981000 139402
1982000 138285
1983000 138195
1984000 138195
1985000 138057
1986000 137302
1987000 138400
1988000 138681
1989000 138269
1990000 139190
1991000 138573
1992000 138680
1993000 138056
1994000 137519
1995000 137793
1996000 138169
1997000 137593
1998000 137426
1999000 137846
2000000 137519
