# Time-averaged data for fix myat3
# TimeStep c_thermo_press
337000 187.699
338000 -142.824
339000 130.211
340000 216.847
341000 129.855
342000 221.719
343000 -187.24
344000 12.2706
345000 -301.736
346000 -238.843
347000 138.702
348000 -160.888
349000 -58.1793
350000 32.6999
351000 -64.5265
352000 10.956
353000 -110.724
354000 21.0949
355000 208.451
356000 -32.576
357000 61.5499
358000 -168.133
359000 66.9458
360000 175.425
361000 -335.568
362000 -292.779
363000 -171.719
364000 153.782
365000 -155.361
366000 246.396
367000 107.56
368000 304.201
369000 -229.838
370000 42.7052
371000 336.498
372000 283.179
373000 -102.091
374000 299.283
375000 -214.353
376000 170.011
377000 39.3018
378000 443.643
379000 144.695
380000 -125.076
381000 120.031
382000 235.235
383000 -297.08
384000 187.371
385000 213.957
386000 69.065
387000 -157.379
388000 -108.299
389000 51.3872
390000 91.57
391000 -126.588
392000 222.069
393000 257.511
394000 -71.2823
395000 -50.5763
396000 -85.5039
397000 386.44
398000 63.2955
399000 -200.642
400000 329.318
401000 264.66
402000 -109.348
403000 -213.217
404000 544.687
405000 271.569
406000 321.148
407000 144.821
408000 68.8205
409000 275.417
410000 403.817
411000 444.222
412000 11.6236
413000 185.611
414000 269.598
415000 77.1281
416000 146.053
417000 -39.0525
418000 392.887
419000 329.436
420000 197.572
421000 98.9469
422000 -211.902
423000 86.0973
424000 411.238
425000 -30.5611
426000 126.511
427000 -34.6601
428000 507.837
429000 289.762
430000 -35.2
431000 163.024
432000 34.7893
433000 33.6237
434000 -21.3674
435000 -81.9764
436000 -30.092
437000 -65.7212
438000 -201.25
439000 -363.861
440000 278.448
441000 296.526
442000 74.4761
443000 -16.1839
444000 167.336
445000 193.086
446000 65.7628
447000 -35.6215
448000 110.148
449000 -361.036
450000 -76.3958
451000 -106.269
452000 194.669
453000 169.45
454000 -24.6487
455000 224.607
456000 -161.435
457000 68.9402
458000 -83.6003
459000 78.1265
460000 61.9818
461000 89.2438
462000 -190.657
463000 -74.2839
464000 274.631
465000 -98.1454
466000 329.029
467000 -78.018
468000 2.9058
469000 296.221
470000 -126.739
471000 176.264
472000 114.887
473000 115.098
474000 -139.403
475000 126.321
476000 -74.9699
477000 -11.3848
478000 284.399
479000 403.905
480000 -13.126
481000 143.2
482000 336.838
483000 300.031
484000 216.056
485000 234.312
486000 -119.88
487000 39.0646
488000 69.8653
489000 -134.586
490000 76.2435
491000 -137.501
492000 454.716
493000 -84.0285
494000 -61.6757
495000 174.747
496000 218.002
497000 110.431
498000 370.037
499000 248.7
500000 351.164
501000 237.813
502000 114.267
503000 286.808
504000 221.635
505000 21.7122
506000 -6.74684
507000 -24.0734
508000 -8.28278
509000 61.0476
510000 173.534
511000 509.058
512000 255.807
513000 102.488
514000 78.5946
515000 -240.964
516000 402.932
517000 81.9395
518000 -70.7238
519000 411.122
520000 -70.5201
521000 -214.715
522000 72.8509
523000 296.435
524000 273.102
525000 79.9941
526000 169.881
527000 222.782
528000 522.278
529000 -205.33
530000 152.668
531000 509.187
532000 168.982
533000 -106.095
534000 405.69
535000 160.098
536000 305.191
537000 430.817
538000 -8.89495
539000 133.463
540000 -170.789
541000 382.883
542000 534.647
543000 158.927
544000 110.893
545000 -20.0377
546000 115.125
547000 290.275
548000 285.196
549000 257.112
550000 413.042
551000 -26.4474
552000 473.187
553000 454.871
554000 48.7975
555000 128.351
556000 51.916
557000 -50.1207
558000 15.7898
559000 285.986
560000 232.055
561000 -165.846
562000 -229.927
563000 186.276
564000 29.3752
565000 268.882
566000 -33.1715
567000 128.652
568000 110.358
569000 323.55
570000 430.715
571000 261.352
572000 453.69
573000 275.924
574000 -97.5095
575000 45.474
576000 87.1481
577000 19.7005
578000 188.407
579000 -4.0331
580000 252.563
581000 51.6346
582000 81.3895
583000 200.103
584000 82.5232
585000 231.967
586000 -0.903686
587000 246.859
588000 165.245
589000 221.202
590000 163.346
591000 272.941
592000 -56.6766
593000 -3.07082
594000 356.258
595000 149.139
596000 -54.4961
597000 303.645
598000 -111.52
599000 221.653
600000 -43.4391
601000 -128.817
602000 156.988
603000 104.271
604000 286.538
605000 405.081
606000 51.1606
607000 50.4059
608000 208.358
609000 258.659
610000 241.216
611000 187.34
612000 126.26
613000 82.6558
614000 -124.145
615000 76.0298
616000 37.9765
617000 -39.194
618000 167.383
619000 -75.6596
620000 19.812
621000 290.199
622000 298.536
623000 -226.94
624000 -92.9105
625000 80.1314
626000 -107.533
627000 67.3115
628000 410.933
629000 264.362
630000 -144.078
631000 70.2662
632000 306.359
633000 89.3163
634000 302.907
635000 214.181
636000 207.847
637000 413.475
638000 125.024
639000 172.658
640000 442.006
641000 281.765
642000 209.619
643000 479.656
644000 147.565
645000 38.1507
646000 -65.8971
647000 471.571
648000 91.6475
649000 194.71
650000 -100.827
651000 -56.4951
652000 425.587
653000 361.009
654000 204.487
655000 232.284
656000 10.0788
657000 167.94
658000 201.505
659000 187.284
660000 -47.3405
661000 -138.566
662000 1.20853
663000 -123.189
664000 188.579
665000 -147.224
666000 42.0481
667000 120.692
668000 98.6483
669000 -481.602
670000 239.11
671000 425.562
672000 189.415
673000 -26.1314
674000 -120.917
675000 -326.381
676000 65.264
677000 87.2194
678000 145.27
679000 -36.6301
680000 134.877
681000 -69.1582
682000 247.678
683000 233.741
684000 -12.6579
685000 77.6279
686000 70.003
687000 286.812
688000 643.804
689000 155.998
690000 -56.3534
691000 148.704
692000 313.523
693000 170.31
694000 191.272
695000 393.076
696000 -153.794
697000 40.254
698000 374.02
699000 64.4899
700000 -29.6115
701000 122.259
702000 58.5882
703000 -81.7886
704000 194.432
705000 -5.07248
706000 68.1629
707000 37.5335
708000 292.905
709000 120.816
710000 31.0799
711000 -2.61087
712000 159.042
713000 204.112
714000 200.529
715000 150.443
716000 251.745
717000 227.939
718000 -24.3467
719000 116.312
720000 279.129
721000 139.946
722000 115.104
723000 103.904
724000 -41.5689
725000 -103.544
726000 63.5998
727000 227.995
728000 38.2435
729000 163.925
730000 252.741
731000 451.016
732000 148.494
733000 -96.4016
734000 299.418
735000 41.5102
736000 109.239
737000 254.674
738000 377.169
739000 220.133
740000 -66.2024
741000 93.1418
742000 306.032
743000 259.067
744000 197.651
745000 258.992
746000 3.30296
747000 228.61
748000 251.167
749000 149.327
750000 482.333
751000 291.25
752000 226.497
753000 438.56
754000 336.128
755000 -171.957
756000 285.047
757000 121.236
758000 637.365
759000 10.9424
760000 174.881
761000 -0.986997
762000 126.742
763000 72.3668
764000 16.9604
765000 95.7516
766000 123.694
767000 -120.173
768000 91.7104
769000 44.717
770000 182.645
771000 325.091
772000 151.506
773000 -245.889
774000 150.54
775000 343.913
776000 248.413
777000 -153.583
778000 45.9567
779000 195.064
780000 105.817
781000 -249.847
782000 204.248
783000 -20.5735
784000 -101.11
785000 184.001
786000 -22.505
787000 334.715
788000 38.6046
789000 -111.966
790000 188.683
791000 582.23
792000 179.654
793000 41.4322
794000 283.698
795000 -167.186
796000 274.252
797000 144.863
798000 221.286
799000 426.973
800000 329.731
801000 228.985
802000 357.189
803000 465.56
804000 353.064
805000 145.639
806000 -297.084
807000 -72.6679
808000 291.501
809000 -82.1713
810000 146.619
811000 318.567
812000 217.611
813000 234.976
814000 28.8955
815000 210.064
816000 352.775
817000 50.7084
818000 17.5328
819000 385.116
820000 523.12
821000 369.254
822000 -120.321
823000 23.3362
824000 175.946
825000 38.5511
826000 -132.428
827000 177.115
828000 348.778
829000 124.236
830000 -204.789
831000 304.29
832000 369.378
833000 196.115
834000 279.119
835000 89.961
836000 -281.618
837000 -135.261
838000 196.392
839000 -20.7592
840000 299.629
841000 16.7105
842000 -36.0029
843000 313.415
844000 20.9244
845000 45.6674
846000 158.155
847000 45.4313
848000 102.566
849000 -110.974
850000 -94.1903
851000 235.356
852000 45.5754
853000 410.987
854000 109.993
855000 562.566
856000 440.801
857000 163.046
858000 1.80676
859000 396.683
860000 -75.3847
861000 275.367
862000 -10.2396
863000 317.426
864000 202.177
865000 358.823
866000 47.7879
867000 54.6666
868000 65.4065
869000 14.5475
870000 -133.102
871000 156.648
872000 76.1676
873000 124.066
874000 -0.583332
875000 336.594
876000 9.40393
877000 72.3224
878000 234.597
879000 118.8
880000 -267.472
881000 75.7257
882000 377.639
883000 152.93
884000 426.83
885000 69.174
886000 -208.727
887000 534.204
888000 121.182
889000 263.148
890000 -190.082
891000 -408.034
892000 316.1
893000 -41.8292
894000 129.255
895000 190.889
896000 72.8835
897000 373.696
898000 238.818
899000 163.474
900000 7.04891
901000 -43.179
902000 322.443
903000 -116.249
904000 316.449
905000 407.516
906000 106.054
907000 5.24509
908000 76.9759
909000 -44.1414
910000 159.442
911000 -85.9297
912000 185.664
913000 271.827
914000 339.584
915000 -68.7451
916000 341.929
917000 309.567
918000 127.616
919000 206.302
920000 375.449
921000 20.4014
922000 376.202
923000 -60.7392
924000 170.407
925000 290.308
926000 248.865
927000 107.111
928000 178.045
929000 45.8367
930000 57.5558
931000 140.518
932000 131.614
933000 230.23
934000 122.139
935000 374.771
936000 675.843
937000 539.63
938000 429.83
939000 264.895
940000 248.75
941000 223.903
942000 116.603
943000 68.7467
944000 -184.899
945000 140.44
946000 164.667
947000 123.659
948000 159.25
949000 113.751
950000 -12.994
951000 188.916
952000 -179.755
953000 129.666
954000 67.5386
955000 275.642
956000 64.6551
957000 131.769
958000 309.628
959000 355.586
960000 344.396
961000 80.5038
962000 -36.4611
963000 -121.534
964000 -38.632
965000 163.943
966000 -93.6553
967000 110.976
968000 124.931
969000 81.3963
970000 -189.741
971000 433.558
972000 -116.701
973000 178.007
974000 68.4079
975000 57.4956
976000 175.641
977000 107.567
978000 -217.417
979000 -86.8288
980000 254.536
981000 433.357
982000 -104.605
983000 10.2034
984000 202.61
985000 214.044
986000 -143.982
987000 -179.652
988000 -241.927
989000 25.142
990000 -185.79
991000 116.946
992000 213.637
993000 -91.2781
994000 88.0636
995000 84.4035
996000 129.467
997000 203.549
998000 209.623
999000 -5.24407
1000000 140.311
